,Floor,Kitchen,Bedrooms,Bathrooms,Toilets,Primary Energy Consumption (in kWh/m²),Energy Class,CO₂ emission,Heating Type,Double Glazing,Rent (in €),Additional Costs (in €),Tenement,House Type,Living Area (in m²),Furnished,Building Condition,Elevator,Total Rent (in €)
1820,2,USA hyper equipped,2,1,1,120,C,24,Gas,Yes,900,130.0,No,Apartment ,99,Unknown,As new,Yes,1030
1821,3,USA installed,1,1,2,106,C,21,Gas,Yes,1765,285.0,No,Penthouse ,105,No,As new,Yes,2050
1822,0,Installed,2,2,1,253,E,65,Fuel oil,Yes,1750,250.0,No,Ground floor ,95,No,As new,Yes,2000
1823,1,USA hyper equipped,2,1,2,85,B,16,Gas,Yes,1550,100.0,No,Apartment ,95,No,As new,Yes,1650
1824,3,Hyper equipped,2,1,1,302,F,91,Gas,Yes,1050,200.0,No,Apartment ,74,No,As new,Yes,1250
1826,2,USA semi equipped,1,1,1,217,E,41,Gas,Yes,1350,200.0,No,Apartment ,65,Yes,As new,Unknown,1550
1827,1,Hyper equipped,3,2,2,199,D,39,Gas,Yes,1400,107.06,No,Duplex ,120,No,As new,No,1400
1828,0,USA installed,1,1,1,302,F,60,Gas,Yes,790,72.0,No,Ground floor ,40,Yes,Just renovated,Yes,790
1829,2,Hyper equipped,3,2,1,140,C,47,Gas,Yes,1850,186.24,No,Penthouse ,150,No,Good,Unknown,1850
1830,1,Semi equipped,3,1,1,175,D,37,Gas,Yes,1290,40.0,No,Apartment ,117,Unknown,Good,No,1330
1831,5,USA hyper equipped,1,1,1,197,Not specified,44,Gas,No,790,100.0,No,Studio ,35,Unknown,As new,Yes,890
1832,3,Installed,1,1,1,263,Not specified,50,Gas,No,900,104.1,No,Apartment ,70,Yes,To restore,Unknown,900
1833,1,Installed,3,1,2,294,F,58,Gas,Yes,2250,130.0,No,Apartment ,175,No,Just renovated,Yes,2380
1834,1,USA installed,2,1,1,411,Not specified,92,Gas,Yes,975,75.0,No,Apartment ,80,Unknown,As new,Yes,1050
1835,0,Installed,2,1,1,227,E,46,Gas,Yes,1100,220.0,No,Apartment ,90,No,As new,Unknown,1320
1836,3,USA hyper equipped,2,1,3,246,Not specified,52,Gas,Yes,1235,142.84,No,Apartment ,105,No,As new,No,1235
1837,1,Hyper equipped,2,1,1,133,C,28,Gas,Yes,1295,90.0,No,Apartment ,121,Unknown,As new,Yes,1385
1838,6,Hyper equipped,1,1,1,356,G,71,Gas,Yes,1200,150.0,No,Apartment ,75,No,As new,Yes,1350
1839,6,Hyper equipped,1,1,1,356,G,71,Gas,Yes,1200,150.0,No,Apartment ,75,No,As new,Yes,1350
1840,6,Hyper equipped,1,1,1,356,G,71,Gas,Yes,1200,150.0,No,Penthouse ,75,No,As new,Yes,1350
1841,6,Hyper equipped,1,1,2,109,C,23,Gas,Yes,1380,175.0,No,Apartment ,93,Yes,As new,Yes,1555
1842,2,Hyper equipped,1,1,1,202,D,57,Gas,Yes,1250,180.0,No,Apartment ,98,No,As new,Yes,1430
1843,0,Hyper equipped,5,2,3,262,E,56,Gas,Yes,2350,71.36,No,House ,200,No,As new,Unknown,2350
1844,5,Installed,1,1,1,245,Not specified,53,Gas,Yes,950,200.0,No,Apartment ,70,No,As new,Unknown,1150
1845,4,Installed,2,1,1,281,Not specified,61,Gas,No,990,100.0,No,Penthouse ,90,No,As new,Unknown,1090
1846,3,USA installed,2,1,1,252,Not specified,54,Gas,Yes,625,100.0,No,Studio ,40,No,As new,Yes,725
1847,2,Hyper equipped,4,1,1,365,G,92,Fuel oil,Yes,1295,280.0,No,Apartment ,135,No,As new,Unknown,1575
1848,3,Installed,2,1,2,243,E,42,Gas,Yes,1500,150.0,No,Apartment ,105,Unknown,As new,Yes,1650
1849,2,Hyper equipped,3,1,2,201,D,43,Gas,Yes,1300,85.0,No,Apartment ,120,Unknown,As new,Yes,1385
1850,3,Installed,2,1,1,174,D,39,Gas,Yes,1000,115.66,No,Apartment ,94,No,Good,Yes,1000
1851,3,Hyper equipped,2,1,1,234,Not specified,49,Gas,Yes,1150,100.0,No,Apartment ,93,No,Good,Unknown,1250
1852,5,USA hyper equipped,1,1,1,217,Not specified,46,Gas,Yes,1200,140.0,No,Apartment ,60,Yes,Just renovated,Yes,1340
1854,5,Hyper equipped,1,1,1,153,D,20,Gas,Yes,870,100.63,No,Apartment ,61,No,As new,Yes,870
1855,3,USA hyper equipped,2,2,2,86,B,52,Gas,Yes,1550,10.0,No,Penthouse ,90,No,As new,No,1560
1856,1,Installed,3,1,2,234,Not specified,49,Gas,Yes,1150,133.01,No,Apartment ,100,No,As new,Unknown,1150
1857,4,Installed,2,2,2,240,E,51,Gas,Yes,1150,250.0,No,Apartment ,116,No,Good,Yes,1400
1858,3,Hyper equipped,2,1,2,278,F,55,Gas,Yes,1950,250.0,No,Apartment ,100,Yes,As new,Yes,2200
1863,0,Hyper equipped,2,1,2,214,E,46,Gas,Yes,2175,125.0,No,Ground floor ,135,No,As new,Yes,2300
1864,0,Hyper equipped,2,1,2,214,E,46,Gas,Yes,2175,125.0,No,Ground floor ,135,No,As new,Yes,2300
1865,2,Hyper equipped,3,2,3,206,D,43,Gas,Yes,2225,150.0,No,Apartment ,150,No,As new,Yes,2375
1866,3,Hyper equipped,3,2,2,313,F,63,Gas,Yes,2350,50.0,No,Penthouse ,160,No,As new,Unknown,2400
1868,1,Hyper equipped,2,1,1,217,Not specified,46,Gas,Yes,1200,225.0,No,Apartment ,85,No,As new,Yes,1425
1869,6,Not installed,1,1,1,56,B,46,Gas,Yes,1200,270.0,No,Apartment ,69,No,Good,Unknown,1470
1870,2,USA installed,2,1,2,288,F,57,Gas,Yes,1200,150.0,No,Apartment ,114,No,Just renovated,Yes,1350
1871,0,Installed,4,1,2,306,F,61,Gas,Yes,2100,63.77,No,House ,120,No,Just renovated,No,2100
1873,3,Installed,4,2,2,227,Not specified,57,Gas,Yes,2300,82.14,No,Triplex ,180,Unknown,Just renovated,No,2300
1875,1,USA uninstalled,2,1,2,166,D,33,Gas,Yes,2150,248.67,No,Apartment ,159,No,As new,No,2150
1876,1,Hyper equipped,3,1,2,154,D,30,Gas,Yes,1500,173.49,No,Apartment ,110,No,Just renovated,Yes,1500
1878,1,Hyper equipped,3,2,2,131,C,26,Gas,Yes,1350,275.0,No,Apartment ,111,No,Good,Yes,1625
1879,1,USA hyper equipped,2,1,2,20,A,49,Gas,Yes,1400,100.0,No,Apartment ,80,No,Good,Yes,1500
1880,1,USA hyper equipped,3,1,2,132,C,28,Gas,Yes,1750,120.0,No,Apartment ,130,No,As new,Yes,1870
1881,0,Installed,2,1,2,206,Not specified,53,Gas,Yes,2400,225.0,No,Apartment ,110,No,As new,Yes,2625
1882,5,Installed,3,2,2,200,D,42,Gas,Yes,1500,180.0,No,Duplex ,135,Unknown,Just renovated,Yes,1680
1883,1,Semi equipped,2,1,1,203,Not specified,39,Gas,Yes,1000,100.0,No,Apartment ,80,Unknown,Just renovated,No,1100
1884,1,Hyper equipped,2,2,2,227,Not specified,52,Gas,Yes,1600,50.0,No,Apartment ,95,Yes,As new,No,1650
1885,1,Installed,1,1,1,352,G,75,Gas,Yes,700,10.0,No,Apartment ,55,No,As new,Unknown,710
1886,1,USA hyper equipped,3,1,2,227,Not specified,57,Gas,Yes,2300,200.0,No,Apartment ,139,Unknown,As new,Yes,2500
1888,0,USA hyper equipped,2,1,1,80,B,14,Gas,Yes,1100,80.0,No,Apartment ,88,No,As new,Yes,1180
1889,2,USA installed,1,1,1,270,E,51,Gas,Yes,845,97.73,No,Apartment ,54,Unknown,As new,No,845
1891,1,Semi equipped,1,1,1,340,F,68,Gas,Yes,1095,126.65,No,Apartment ,64,No,As new,Unknown,1095
1892,4,USA hyper equipped,2,1,2,145,Not specified,10,Gas,Yes,2375,125.0,No,Penthouse ,125,No,As new,Yes,2500
1893,2,Hyper equipped,2,1,2,159,Not specified,42,Gas,Yes,1500,250.0,No,Apartment ,110,No,Good,Yes,1750
1895,3,USA installed,1,1,1,205,D,44,Gas,Yes,700,170.0,No,Apartment ,45,Unknown,As new,Yes,870
1896,3,Installed,1,1,1,220,E,44,Gas,Yes,695,70.0,No,Apartment ,54,No,As new,Unknown,765
1899,2,USA hyper equipped,3,1,2,130,C,25,Gas,Yes,1500,150.0,No,Penthouse ,163,Yes,As new,Yes,1650
1900,0,Installed,3,1,2,404,G,63,Fuel oil,Yes,1800,54.66,No,House ,155,Unknown,Good,No,1800
1901,1,USA hyper equipped,1,1,1,89,B,48,Gas,Yes,1700,196.63,No,Apartment ,68,Yes,As new,Yes,1700
1903,1,Hyper equipped,1,1,1,89,B,48,Gas,Yes,1700,130.01,No,Duplex ,68,Yes,As new,Unknown,1700
1907,1,Hyper equipped,1,1,1,173,D,37,Gas,Yes,790,96.0,No,Apartment ,55,No,As new,No,886
1908,3,Semi equipped,3,2,2,263,E,30,Gas,Yes,1450,275.0,No,Apartment ,112,No,Just renovated,Yes,1725
1909,1,USA hyper equipped,2,1,1,214,Not specified,49,Gas,No,1400,150.0,No,Apartment ,105,Unknown,As new,Yes,1550
1911,2,Hyper equipped,2,2,2,239,E,51,Gas,Yes,2400,150.0,No,Duplex ,170,No,As new,Yes,2550
1912,0,Installed,1,1,1,182,D,36,Gas,Yes,860,160.0,No,Apartment ,90,No,As new,Yes,1020
1913,0,Installed,4,1,2,280,F,60,Gas,Yes,1895,57.54,No,House ,150,Unknown,Good,No,1895
1914,4,Hyper equipped,2,1,1,246,Not specified,52,Fuel oil,Yes,1105,300.0,No,Apartment ,120,Unknown,As new,Yes,1405
1915,2,Semi equipped,1,1,1,272,Not specified,58,Gas,Yes,850,98.31,No,Apartment ,90,Unknown,As new,No,850
1917,0,Installed,2,1,2,206,D,41,Gas,Yes,1200,60.0,No,Duplex ,130,No,Good,Unknown,1260
1918,2,Hyper equipped,1,1,1,255,Not specified,53,Gas,Yes,1350,75.0,No,Apartment ,73,Yes,Just renovated,No,1425
1919,2,Hyper equipped,1,1,1,246,Not specified,52,Gas,Yes,1440,100.0,No,Apartment ,116,No,As new,Yes,1540
1920,3,Hyper equipped,3,1,2,184,D,55,Gas,Yes,1550,300.0,No,Apartment ,135,No,As new,Yes,1850
1921,0,USA hyper equipped,1,1,1,95,B,9,Gas,Yes,1050,80.0,No,Ground floor ,71,No,As new,Yes,1130
1922,0,Hyper equipped,4,1,2,284,F,42,Gas,Yes,1800,54.66,No,House ,150,Unknown,Just renovated,Unknown,1800
1923,0,USA hyper equipped,1,1,1,378,G,75,Gas,Yes,1350,50.0,No,Ground floor ,69,No,Just renovated,No,1400
1924,2,Hyper equipped,3,3,2,132,C,55,Gas,Yes,1950,225.54,No,Apartment ,151,No,As new,Yes,1950
1926,0,Hyper equipped,2,1,1,161,D,32,Gas,Yes,1250,200.0,No,Apartment ,122,Unknown,Good,Yes,1450
1928,2,Installed,3,1,2,167,D,18,Gas,Yes,1675,300.0,No,Apartment ,119,No,Good,Yes,1975
1929,3,Hyper equipped,2,1,1,147,C,29,Gas,Yes,1250,100.0,No,Apartment ,92,No,As new,Yes,1350
1930,2,USA hyper equipped,1,1,1,246,Not specified,52,Gas,Yes,1130,155.0,No,Duplex ,80,Unknown,As new,No,1285
1931,1,USA installed,1,1,1,154,D,30,Gas,Yes,680,70.0,No,Studio ,35,No,Good,Yes,750
1932,1,Installed,1,1,1,277,Not specified,61,Gas,Yes,750,130.0,No,Apartment ,67,No,As new,Yes,880
1933,3,USA hyper equipped,3,1,2,123,C,26,Gas,Yes,1650,125.0,No,Duplex ,130,Unknown,Just renovated,No,1775
1935,1,Installed,1,1,1,250,Not specified,39,Fuel oil,Yes,570,142.5,No,Service flat ,50,Unknown,As new,Yes,570
1939,5,Installed,2,1,2,143,C,53,Gas,Yes,950,175.0,No,Apartment ,95,No,Just renovated,Yes,1125
1940,0,Hyper equipped,2,1,2,193,D,38,Gas,Yes,1275,70.0,No,Apartment ,106,No,As new,Yes,1345
1941,3,USA hyper equipped,2,2,2,138,C,23,Gas,Yes,2250,250.0,No,Apartment ,91,No,As new,Yes,2500
1942,4,Installed,2,1,1,220,Not specified,47,Gas,No,1300,250.0,No,Apartment ,102,No,As new,Unknown,1550
1943,1,USA installed,2,1,2,220,Not specified,47,Gas,Yes,1300,200.0,No,Apartment ,100,Unknown,As new,Yes,1500
1944,2,Hyper equipped,2,1,1,247,Not specified,52,Gas,Yes,949,59.0,No,Apartment ,85,Unknown,As new,No,1008
1946,4,USA hyper equipped,2,1,1,233,Not specified,58,Gas,Yes,1100,30.0,No,Apartment ,110,No,As new,Unknown,1130
1947,2,USA hyper equipped,2,1,1,100,C,50,Gas,Yes,1150,175.0,No,Apartment ,100,No,Good,Yes,1325
1950,1,USA hyper equipped,2,1,1,36,A,8,Gas,No,1350,100.0,No,Apartment ,102,Unknown,As new,Yes,1450
1951,2,Installed,1,1,1,272,Not specified,58,Gas,Yes,850,170.0,No,Apartment ,65,No,Just renovated,Yes,1020
1952,3,Hyper equipped,1,1,1,281,Not specified,61,Gas,No,990,60.0,No,Apartment ,97,Unknown,Good,Unknown,1050
1953,1,Hyper equipped,1,1,1,365,Not specified,79,Gas,No,800,140.0,No,Apartment ,48,Unknown,As new,Unknown,940
1954,0,Hyper equipped,4,2,1,207,D,41,Gas,Yes,2800,301.08,No,Villa ,200,No,As new,No,2800
1955,1,USA hyper equipped,1,1,1,130,C,27,Gas,Yes,850,110.0,No,Apartment ,77,No,Good,Yes,960
1956,1,Hyper equipped,1,1,1,324,F,69,Gas,Yes,750,200.0,No,Apartment ,47,No,As new,Yes,950
1958,1,USA hyper equipped,2,2,2,117,C,34,Gas,Yes,1475,100.0,No,Apartment ,97,Yes,As new,Yes,1575
1959,1,Installed,1,1,1,231,Not specified,46,Gas,No,670,85.0,No,Studio ,47,No,As new,Yes,755
1960,2,Installed,1,1,1,263,Not specified,50,Gas,No,900,100.0,No,Apartment ,65,No,As new,Unknown,1000
1961,1,Installed,1,1,1,263,Not specified,50,Gas,No,900,100.0,No,Apartment ,65,No,As new,Unknown,1000
1962,4,Hyper equipped,2,2,2,101,C,21,Gas,Yes,1300,250.0,No,Apartment ,155,No,As new,Yes,1550
1963,2,Hyper equipped,1,1,1,236,E,45,Gas,Yes,800,92.53,No,Apartment ,56,No,Just renovated,No,800
1965,5,Hyper equipped,2,2,1,106,C,22,Gas,Yes,1600,280.0,No,Apartment ,110,No,As new,Yes,1880
1966,3,Hyper equipped,3,2,3,248,E,49,Gas,Yes,1750,280.0,No,Penthouse ,134,No,As new,Yes,2030
1967,3,Hyper equipped,2,1,1,192,D,41,Gas,Yes,1300,60.0,No,Apartment ,100,No,Good,Yes,1360
1968,1,Hyper equipped,2,1,2,62,B,38,Gas,Yes,1450,150.0,No,Apartment ,100,Unknown,As new,Yes,1600
1969,0,USA hyper equipped,2,1,1,49,B,63,Gas,Yes,1250,113.92,No,Ground floor ,90,No,As new,Yes,1250
1970,2,Semi equipped,2,1,1,189,D,40,Gas,Yes,1020,60.0,No,Apartment ,75,No,Good,No,1080
1973,0,Semi equipped,1,1,1,334,F,72,Gas,No,725,50.0,No,Studio ,36,Yes,Good,No,775
1974,6,USA hyper equipped,2,2,2,123,C,24,Gas,Yes,1720,190.0,No,Penthouse ,102,Unknown,As new,Yes,1910
1975,1,Installed,3,1,1,160,Not specified,50,Gas,No,2150,76.79,No,Triplex ,172,No,As new,Unknown,2150
1977,3,Hyper equipped,1,1,1,256,Not specified,50,Electric,No,650,50.0,No,Apartment ,60,Yes,As new,No,700
1978,4,USA hyper equipped,3,2,3,192,D,38,Gas,Yes,1950,208.0,No,Duplex ,177,No,As new,Yes,2158
1981,0,Installed,1,1,1,293,F,58,Gas,Yes,750,80.0,No,Ground floor ,54,No,Good,Yes,830
1982,0,Hyper equipped,4,1,2,235,Not specified,56,Gas,Yes,2100,150.0,No,House ,180,No,As new,No,2250
1983,6,Hyper equipped,2,2,2,240,E,48,Gas,Yes,1500,250.0,No,Apartment ,110,No,Good,Yes,1750
1984,1,USA hyper equipped,3,2,1,214,Not specified,14,Gas,Yes,1400,170.0,No,Apartment ,117,No,As new,Yes,1570
1985,0,Hyper equipped,2,1,1,371,G,79,Gas,Yes,1275,50.0,No,Apartment ,90,No,As new,Unknown,1325
1986,4,Hyper equipped,1,1,1,233,Not specified,58,Gas,Yes,1100,80.0,No,Duplex ,85,Unknown,As new,No,1180
1987,1,Hyper equipped,1,1,1,140,Not specified,25,Gas,No,1180,40.0,No,Apartment ,80,Unknown,Just renovated,Unknown,1220
1988,1,USA hyper equipped,2,1,1,173,D,37,Gas,No,1800,100.0,No,Apartment ,90,Yes,Good,Yes,1900
1989,1,USA hyper equipped,2,2,1,73,B,15,Gas,Yes,1500,100.0,No,Apartment ,110,No,Good,Yes,1600
1990,2,Installed,2,1,1,206,Not specified,50,Gas,No,1050,121.45,No,Apartment ,95,Unknown,Good,Yes,1050
1991,3,USA installed,1,1,1,154,Not specified,36,Gas,No,970,15.0,No,Apartment ,86,Unknown,As new,No,985
1992,5,Hyper equipped,1,1,1,225,E,48,Gas,Yes,850,80.0,No,Apartment ,75,Unknown,Good,Yes,930
1993,3,Not installed,2,1,2,92,B,20,Gas,Yes,1100,127.23,No,Apartment ,100,No,Good,Yes,1100
1994,3,USA installed,1,1,1,114,C,61,Gas,Yes,750,50.0,No,Apartment ,60,Unknown,As new,No,800
1995,1,Hyper equipped,2,1,1,193,D,41,Gas,Yes,890,150.0,No,Apartment ,70,No,As new,Unknown,1040
1997,0,Installed,2,1,1,86,B,21,Gas,Yes,950,350.0,No,Apartment ,84,No,As new,Yes,1300
1999,4,Hyper equipped,1,1,1,238,E,47,Gas,Yes,900,250.0,No,Apartment ,60,Yes,As new,Yes,1150
2000,0,Hyper equipped,2,1,1,220,Not specified,47,Gas,Yes,1300,100.0,No,Apartment ,95,No,As new,Yes,1400
2001,1,Installed,2,1,2,131,C,28,Gas,Yes,2200,200.0,No,Apartment ,110,No,As new,Yes,2400
2003,5,Installed,2,2,2,167,D,53,Gas,Yes,1350,250.0,No,Apartment ,123,No,Good,Yes,1600
2005,4,USA hyper equipped,3,1,1,159,Not specified,42,Gas,Yes,1500,100.0,No,Penthouse ,126,Unknown,As new,Yes,1600
2007,2,Hyper equipped,2,2,2,122,C,24,Gas,Yes,1200,150.0,No,Apartment ,100,Unknown,As new,Unknown,1350
2008,1,USA hyper equipped,2,1,1,160,D,35,Gas,Yes,1380,60.0,No,Apartment ,90,No,As new,Yes,1440
2013,0,Hyper equipped,2,1,2,119,C,23,Gas,Yes,1750,75.0,No,Apartment ,165,No,As new,No,1825
2015,2,USA hyper equipped,1,1,1,247,Not specified,63,Gas,Yes,1250,50.0,No,Loft ,80,No,As new,Unknown,1300
2020,0,USA hyper equipped,2,1,1,244,E,48,Gas,Yes,1400,200.0,No,Apartment ,90,No,Good,No,1600
2021,2,Installed,1,1,1,247,Not specified,52,Gas,Yes,645,65.0,No,Apartment ,55,Unknown,As new,Unknown,710
2023,4,Hyper equipped,2,1,1,187,D,49,Gas,Yes,1150,145.0,No,Apartment ,88,No,As new,Yes,1295
2024,4,Hyper equipped,2,1,1,233,Not specified,58,Gas,Yes,1100,95.0,No,Apartment ,74,No,As new,Yes,1195
2027,1,USA hyper equipped,3,1,2,258,E,51,Gas,Yes,2550,294.94,No,Apartment ,116,No,As new,Yes,2550
2028,0,Hyper equipped,2,1,2,228,E,45,Gas,Yes,1350,156.14,No,Apartment ,145,No,Good,Unknown,1350
2029,5,USA installed,2,1,2,126,C,11,Gas,Yes,1140,200.0,No,Duplex ,121,No,Good,Yes,1340
2030,1,Hyper equipped,3,1,2,143,C,30,Gas,Yes,2100,200.0,No,Loft ,180,Unknown,As new,Unknown,2300
2031,0,Hyper equipped,1,1,1,89,B,40,Gas,Yes,925,125.0,No,Studio ,40,Yes,As new,Yes,1050
2032,3,Hyper equipped,3,2,2,121,C,25,Gas,Yes,2000,250.0,No,Apartment ,110,Yes,Good,Yes,2250
2033,2,USA hyper equipped,1,1,1,134,C,26,Gas,Yes,1300,65.0,No,Apartment ,68,No,Just renovated,Yes,1365
2034,2,USA hyper equipped,3,2,2,309,F,61,Gas,Yes,1850,65.0,No,Apartment ,99,No,Just renovated,Yes,1915
2035,1,USA hyper equipped,2,1,1,163,D,32,Gas,Yes,1500,65.0,No,Apartment ,86,No,As new,Yes,1565
2036,1,USA hyper equipped,2,1,1,244,E,48,Gas,Yes,1350,65.0,No,Apartment ,76,No,As new,Yes,1415
2037,2,Hyper equipped,3,2,2,244,E,48,Gas,Yes,1900,350.0,No,Apartment ,150,No,As new,Yes,2250
2040,0,USA hyper equipped,3,2,3,328,F,85,Fuel oil,Yes,1750,250.0,No,Apartment ,132,No,As new,Yes,2000
2041,1,Semi equipped,2,1,1,167,D,33,Gas,Yes,900,104.1,No,Apartment ,80,Unknown,Good,Yes,900
2042,1,Hyper equipped,1,1,1,245,Not specified,53,Gas,Yes,950,109.88,No,Apartment ,90,Unknown,Just renovated,No,950
2043,3,Installed,2,1,2,101,C,21,Gas,Yes,1500,150.0,No,Apartment ,120,No,As new,Yes,1650
2044,0,Installed,3,1,1,83,B,16,Gas,Yes,2500,250.0,No,Apartment ,180,Unknown,As new,Yes,2750
2045,3,Hyper equipped,2,1,1,203,Not specified,39,Gas,Yes,1000,250.0,No,Apartment ,90,Unknown,As new,Unknown,1250
2047,3,Hyper equipped,1,1,2,235,Not specified,56,Gas,No,2100,100.0,No,Duplex ,160,Yes,Good,Yes,2200
2048,5,Hyper equipped,1,1,1,205,D,41,Gas,Yes,1400,161.93,No,Apartment ,65,Yes,As new,Yes,1400
2049,0,Hyper equipped,3,1,2,306,F,61,Gas,Yes,2100,63.77,No,House ,132,No,Just renovated,No,2100
2050,0,Hyper equipped,3,2,3,244,E,42,Gas,Yes,2550,100.0,No,House ,130,No,As new,No,2650
2052,2,Hyper equipped,3,2,3,206,D,43,Gas,Yes,2275,150.0,No,Apartment ,125,No,As new,Yes,2425
2054,0,Hyper equipped,1,1,1,245,Not specified,53,Gas,Yes,950,50.0,No,Apartment ,55,Yes,As new,Yes,1000
2055,0,Hyper equipped,1,1,1,263,Not specified,50,Gas,Yes,900,50.0,No,Ground floor ,55,No,As new,Yes,950
2056,0,USA hyper equipped,2,2,1,174,D,34,Gas,Yes,1850,50.0,No,Duplex ,140,No,Just renovated,No,1900
2057,3,USA hyper equipped,2,2,1,279,F,55,Gas,Yes,1350,300.0,No,Apartment ,168,No,As new,Yes,1650
2058,2,Hyper equipped,2,2,2,101,C,20,Gas,Yes,1270,150.0,No,Apartment ,90,No,As new,Yes,1420
2059,2,USA hyper equipped,2,1,1,214,Not specified,49,Gas,Yes,1400,120.0,No,Apartment ,90,No,As new,Yes,1520
2060,1,USA hyper equipped,1,1,1,142,C,50,Gas,Yes,900,68.83,No,Duplex ,65,Unknown,Good,No,900
2061,6,Hyper equipped,3,2,2,168,D,33,Gas,Yes,1750,150.0,No,Apartment ,120,No,Good,Yes,1900
2062,0,USA installed,2,2,1,15,A,48,Gas,Yes,1700,250.0,No,Apartment ,100,No,As new,Yes,1950
2063,0,Hyper equipped,2,2,2,215,E,46,Gas,Yes,2000,200.0,No,Apartment ,135,No,As new,No,2200
2065,2,USA semi equipped,1,1,1,263,Not specified,50,Fuel oil,Yes,900,150.0,No,Apartment ,69,Unknown,As new,Yes,1050
2068,4,Hyper equipped,2,1,2,122,C,22,Gas,Yes,1350,165.0,No,Apartment ,113,No,As new,Yes,1515
2069,6,Hyper equipped,1,1,2,109,C,23,Gas,Yes,1380,175.0,No,Loft ,100,Yes,Just renovated,Yes,1555
2071,2,Hyper equipped,3,2,2,46,A,10,Gas,Yes,2200,120.0,No,Apartment ,124,No,As new,Yes,2320
2073,2,Installed,1,1,1,170,D,36,Gas,Yes,850,160.0,No,Apartment ,55,No,As new,Yes,1010
2074,5,Semi equipped,2,1,1,233,Not specified,58,Gas,Yes,1100,150.0,No,Apartment ,100,Unknown,As new,Yes,1250
2077,2,USA hyper equipped,1,1,1,141,C,27,Gas,Yes,1670,350.0,No,Apartment ,80,Yes,As new,Yes,2020
2078,3,Installed,2,1,1,159,Not specified,42,Gas,No,1500,50.0,No,Apartment ,100,No,As new,Unknown,1550
2079,2,Hyper equipped,2,1,2,153,D,42,Gas,No,1800,120.0,No,Apartment ,145,Unknown,Good,Yes,1920
2080,2,Hyper equipped,1,1,1,44,A,52,Gas,Yes,854,76.0,No,Apartment ,70,No,As new,Unknown,930
2081,4,Hyper equipped,2,1,1,233,Not specified,58,Gas,Yes,1100,170.0,No,Apartment ,85,Yes,As new,Yes,1270
2083,1,Installed,2,2,2,191,Not specified,37,Gas,No,1975,151.04,No,Duplex ,135,No,As new,Unknown,1975
2084,3,Installed,2,2,2,204,Not specified,44,Gas,No,1650,150.0,No,Duplex ,110,No,As new,Unknown,1800
2085,6,Installed,2,1,1,184,D,36,Gas,Yes,850,98.31,No,Apartment ,100,Unknown,Good,Yes,850
2086,2,USA hyper equipped,1,1,1,38,A,6,Gas,Yes,1000,100.0,No,Studio ,40,Yes,As new,Yes,1100
2088,0,Hyper equipped,1,1,2,199,D,39,Gas,Yes,1600,125.0,No,Ground floor ,70,Yes,As new,Yes,1725
2089,4,USA hyper equipped,1,1,1,209,D,54,Gas,Yes,1050,200.0,No,Apartment ,70,Unknown,As new,Yes,1250
2090,1,Hyper equipped,1,1,1,119,C,23,Gas,Yes,1000,250.0,No,Service flat ,30,Yes,Just renovated,No,1250
2091,3,Installed,2,1,1,298,F,47,Gas,Yes,1300,175.0,No,Apartment ,90,Yes,As new,Unknown,1475
2092,5,Hyper equipped,2,1,1,153,D,39,Gas,Yes,1000,150.0,No,Apartment ,91,No,As new,Yes,1150
2093,2,Hyper equipped,1,1,1,267,E,57,Gas,Yes,820,94.84,No,Apartment ,60,No,As new,Unknown,820
2094,0,Hyper equipped,3,1,2,178,D,48,Gas,Yes,1700,130.01,No,Duplex ,143,No,Just renovated,Unknown,1700
2095,3,Hyper equipped,1,1,1,95,Not specified,10,Gas,Yes,1145,300.0,No,Apartment ,55,Yes,As new,No,1445
2096,2,Hyper equipped,3,1,1,185,Not specified,36,Gas,Yes,2000,152.95,No,Duplex ,132,No,As new,Unknown,2000
2097,0,Hyper equipped,2,1,2,199,Not specified,43,Gas,Yes,2500,191.18,No,Duplex ,176,No,As new,Unknown,2500
2098,2,Hyper equipped,1,1,1,227,Not specified,52,Gas,Yes,1600,185.06,No,Apartment ,60,Yes,As new,No,1600
2099,3,Hyper equipped,1,1,1,235,E,55,Gas,Yes,1300,350.0,No,Apartment ,70,Yes,As new,Unknown,1650
2101,5,Hyper equipped,1,1,1,214,Not specified,41,Gas,Yes,1400,161.93,No,Apartment ,65,Yes,As new,Yes,1400
2102,4,Hyper equipped,2,1,1,180,D,38,Gas,Yes,1500,316.0,No,Apartment ,107,Yes,As new,Yes,1816
2104,1,Installed,1,1,1,315,F,53,Gas,Yes,950,72.65,No,Duplex ,55,No,Good,Unknown,950
2105,1,USA hyper equipped,2,2,3,114,C,21,Gas,Yes,1975,150.0,No,Triplex ,135,No,As new,No,2125
2106,0,USA hyper equipped,2,2,2,150,C,28,Gas,Yes,1650,150.0,No,Duplex ,92,No,As new,No,1800
2107,2,Hyper equipped,2,1,1,188,D,40,Gas,Yes,1350,100.0,No,Apartment ,107,No,As new,Yes,1450
2108,5,USA installed,1,1,1,272,Not specified,58,Gas,Yes,850,240.0,No,Studio ,50,Yes,As new,Yes,1090
2109,1,Hyper equipped,3,1,2,214,E,45,Gas,Yes,1750,133.83,No,Duplex ,156,No,As new,No,1750
2110,3,Hyper equipped,1,1,1,230,E,49,Gas,Yes,850,100.0,No,Apartment ,73,No,As new,Yes,950
