,Availability,Floor,Kitchen,Beds,Dressing,Baths,Toilets,Office,ProfSpace,PetFriendly,Armored door,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,HeatPump,SolarPanels,Thermic solar panels,WaterHeater,DoubleGlazing,BuildingType,Rent,Costs,Tenement,price,space,address,listing_type,Floors,Frontages,OutParking,LivingArea,LivingRmSurface,Bed1Surface,Bed2Surface,Furnished,TerraceSurface,Intercom,Visio phone,As built plan,Address,Website,ExtRef,Agency,YearBuilt,BldgCondition,LivingRm,DiningRm,LaundryRm,Basement,TerraceOrient,Caretaker,Elevator,Accessible,SecAccess,AirCond,TVCable,Jacuzzi,Sauna,Pool,Internet,FuelCert,PriorityPurchase,Available,Street frontage width,description,KitchenSurface,BasementSurface,Neighbourhood,Fireplaces,Terrace,GardenSurface,GardenOrient,PlanningPerm,SubdivisionPerm,ShowerRms,FloodZone,Surroundings,VirtualVisit,PropertyName,CovParking,PlanningBreach,ProfSpaceSurface,Obligation to build,AtticSurface,Bed3Surface,OfficeSurface,Attic,PlotSurface,SewerConnection,Utilities,GroundFloorSurface,LandUse,Garden,ELevel,Agent's name,LandFacingStreet,WoodedLand,RearPlot,FlatLand,Bed4Surface,EPCDesc,Bed5Surface,LotWidth,Isolated,ExtraInfo,Annexes
1550,February 21 2023 - 12:00 AM,4.0,Hyper equipped,3.0,,2.0,1.0,,,,Yes,"73 kWh/m²
kilowatt hour per square meters",B,402647-N-3-8-1-2,13 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,400
1400 €","€ 300
300€",No,"€1,400 (+ €300)
1400€ + 300€ per month","3 bedrooms | 131 m²
square meters",1000 — BRUXELLES,Apartment for rent,,4.0,,"131 m²
square meters","46 m²
square meters","16 m²
square meters","10 m²
square meters",No,"15 m²
square meters",,,No,"rue du Monastère 12
1000 - Bruxelles ville",,10948 - 811/6759,Best Partner Immobilière - Bruxelles,2012.0,,,,,Yes,,,Yes,,Yes,,,,,,,,,To be defined,,"Virtual visit: https://my.matterport.com/show/?m=MFctfZFjXMH Pleasant and bright flat, ideally located near Tours & Taxis. Very efficient from an energy point of view, this unit is also very well configured and offers high quality finishings . It consists of 3 generous sized bedrooms, 2 bathrooms, a laundry room and a large space of +/- 46 m² used as a kitchen/living room. Last but not least, 2 superb terraces, one of which is not facing others. The flat also has a large cellar in the basement and a parking space (royal in terms of space and ease to manoeuvre). Free from the 21st of Februari. 3-year lease desired. So, when are you coming for a visit?.",,,,,,,,,,,Non flood zone,,Link to the virtual visit,,1.0,,,,,"10 m²
square meters",,,,,,,,,,,,,,,,,,,,,
1551,,5.0,,1.0,No,nan,,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 1,250
1250 €",,No,"€1,250/month
1250€ per month","1 bedroom | 65 m²
square meters",1000 — Brussel,Apartment for rent,,1.0,,"65 m²
square meters",,"20 m²
square meters",,Yes,"8 m²
square meters",No,No,,,,,,2015.0,As new,,,,,South,No,Yes,No,No,No,No,No,No,No,No,"Yes, conform",,Immediately,5 m,"One bedroom duplex penthouse. Short contract possible.
Beautiful and unique duplex Penthouse. This apartment is on the 5/6 floor with an incredible view over the city. Fitted kitchen with all Siemens appliances, Fridge/Freezer, microwave, oven, cooker, dishwasher. All cooking utensils are provided. Bed linen is provided and also an washing machine.The living space opens up via large sliding doors onto a south facing terrace with views over the city. Large bedroom with custom made fitted wardrobe and an area for a home office. Entrance hall has more fitted storage. A washingmachine and water softner have being discretly placed in the bathrooom. There is also a shared bicycle storage.
Please no agents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,February 15 2023 - 12:00 AM,nan,Hyper equipped,3.0,No,1.0,2.0,No,No,No,Yes,"199 kWh/m²
kilowatt hour per square meters",D,20221208-0000627951-01-5,39 kg CO₂/m²,Not specified,Gas,No,No,No,No,No,All kind,"€ 2,600
2600 €","€ 350
350€",No,"€2,600 (+ €350)
2600€ + 350€ per month","3 bedrooms | 211 m²
square meters",1000 — Bruxelles,Duplex for rent,,3.0,,"211 m²
square meters",,,,,"38 m²
square meters",Yes,Yes,,,,,,2006.0,As new,,,Yes,,South West,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,2.0,,Urban,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,,nan,Hyper equipped,2.0,,1.0,1.0,,,,,"204 kWh/m²
kilowatt hour per square meters",D,Not specified,32 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,200
1200 €","€ 50
50€",No,"€1,200 (+ €50)
1200€ + 50€ per month","2 bedrooms | 85 m²
square meters",1000 — Brussels City,Duplex for rent,2.0,2.0,,"85 m²
square meters","40 m²
square meters","15 m²
square meters","11 m²
square meters",No,,Yes,,,"Rue Paul Devigne 70 boite 33
1030 - Schaerbeek",http://www.antoined.be,,Antoine D.,1910.0,Good,,,,,,,,,,,Yes,,,,,,,Immediately,8 m,,,,Place Jardin aux Fleurs,,,,,,,,,Urban,,,,,,,,,,,,,,,,,,ANTOINE D.,,,,,,,,,,,
1554,,4.0,USA installed,3.0,,2.0,2.0,,,,,"69 kWh/m²
kilowatt hour per square meters",B,8527,14 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 2,200
2200 €","€ 190
190€",No,"€2,200 (+ €190)
2200€ + 190€ per month","3 bedrooms | 105 m²
square meters",Ask for the exact address,Penthouse for rent,4.0,2.0,1.0,"105 m²
square meters","34 m²
square meters","13 m²
square meters",,No,"6 m²
square meters",Yes,,,"Route de Genval 32 B4
1380 - Ohain",http://kropek-immobilier.be,5213651,Kropek - Immobilier,,Just renovated,,,,,,,Yes,No,,,Yes,,,No,,,,Immediately,,"In a small street, next to the PARC DU CINQUANTENAIRE and the PLACE JOURDAN, you will find this superb and bright unfurnished apartment duplex (possibility to rent fully furnished) of +/- 105 sqm + terrace of +/- 6 sqm (WEST side). Composed of a hall with a lot of storage, a bright living area with wood floor, a dining room, a fully equipped kitchen (oven, extractor, fridge + freezer, hob, dishwasher, lot of storage), 3 beautiful bedroom with built-in dressing room, a nice bathroom with large sink unit, a second bathroom with shower + sink + toilet, a laundry room with a washing machine + a dryer, a separate toilet. ENERGY EPC: B ! Possibility to rent a parking (+140€/month). Equipment: double glazing, facade insulation, wood, acoustic insulation, double flow system. Charges: provision of 190€/month for the commons, the elevator, cold and hot water, heating, insurance. FREE 1rst FEBRUARY 2023. VISITS and INFO on 0483/608.003 or by e-mail: kropek.immobilier@gmail.com. - Agency reference: B30/3-4.","7 m²
square meters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,,6.0,USA installed,2.0,Yes,1.0,2.0,,,,,"190 kWh/m²
kilowatt hour per square meters",D,Not specified,37 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,300
1300 €",,No,"€1,300/month
1300€ per month","2 bedrooms | 120 m²
square meters",1030 — Schaerbeek,Duplex for rent,2.0,2.0,,"120 m²
square meters","50 m²
square meters","15 m²
square meters","13 m²
square meters",No,,Yes,,,"Av. Dailly 31
1030 - Schaerbeek",,,Office Belge Immobilier,1910.0,As new,,,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,,,,"22 m²
square meters",West,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,,2.0,Hyper equipped,3.0,,1.0,2.0,Yes,,,,"195 kWh/m²
kilowatt hour per square meters",D,20131128-0000196730-01-7,42 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,750
1750 €",,No,"€1,750/month
1750€ per month","3 bedrooms | 180 m²
square meters",Ask for the exact address,Apartment for rent,2.0,2.0,,"180 m²
square meters","60 m²
square meters",,,,"30 m²
square meters",,Yes,,"Rue Henri-Joseph Genesse 1
1070 - Bruxelles",,,Kiwi Real Estate,1920.0,As new,,,,Yes,South West,,,,Yes,,,,,,,,,Immediately,12 m,"Close to the European Commission and NATO, very beautiful apartment full of light and charm 2 bedrooms, plus a small bedroom or office of +/- 180m² with a very large terrace not overlooked, 2 floors. The apartment: Entrance Hall, very nice living room of +/- 80m² solid oak parquet floor, balcony, fully equipped kitchen, a large bedroom, dressing room, a bathroom (shower and bath), separate toilet. Upstairs Aa very large and bright bedroom overlooking the gardens with a 30m² terrace, sanitary area, and a small child's room or office. Videophone. Cellar. 20mm at foot of CEE or 10mm in transport. Close to shops, schools and public transport. Rent 1750 €.For visits, Tel +32/470104645-IPI 508771 A must see. ILL: 20131128-0000196730-01-7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,,2.0,Semi equipped,2.0,No,1.0,2.0,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 838
838 €","€ 20
20€",No,"€838 (+ €20)
838€ + 20€ per month","2 bedrooms | 82 m²
square meters",1090 — Jette,Apartment for rent,2.0,2.0,,"82 m²
square meters","17 m²
square meters","13 m²
square meters","14 m²
square meters",,,Yes,No,,,,,,,Just renovated,,Yes,Yes,,,No,No,No,No,No,Yes,No,No,No,Yes,,,,7 m,,"9 m²
square meters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,January 15 2023 - 12:00 AM,2.0,USA hyper equipped,1.0,,1.0,,,,,,"285 kWh/m²
kilowatt hour per square meters",F,Not specified,85 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 800
800 €","€ 75
75€",No,"€800 (+ €75)
800€ + 75€ per month","1 bedroom | 50 m²
square meters",Ask for the exact address,Apartment for rent,5.0,4.0,1.0,"50 m²
square meters","20 m²
square meters",,,Yes,"4 m²
square meters",,Yes,No,"Boulevard Saint Michel 75
1040 - Etterbeek",,24938 - 329/22459,Everest Properties,2008.0,,,,,Yes,,,Yes,,,,,,,,,,,,,"In the very bucolic Parc de la Woluwe, opposite the Mellaerts ponds, in a recent luxury building, beautiful FURNISHED STUDIO of ±55m² very bright, a bathroom and fully equipped kitchen, TERRACE. Modern furniture. Provision of Charges 75€/month for the maintenance of the common areas. ILL: F85. Available on 01/15/2023. Infos&visites: 02 /733.70.70 - info@everestproperties.be - Visit our website: www.everestproperties.be",,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,March 31 2023 - 12:00 AM,5.0,Installed,1.0,,1.0,1.0,,,,,"100 kWh/m²
kilowatt hour per square meters",C,20130909-0000185102-01-7,22 kg CO₂/m²,Not specified,Gas,,,,,,,"€ 1,500
1500 €","€ 75
75€",No,"€1,500 (+ €75)
1500€ + 75€ per month","1 bedroom | 65 m²
square meters",Ask for the exact address,Apartment for rent,6.0,2.0,,"65 m²
square meters","32 m²
square meters",,,Yes,"6 m²
square meters",,,No,"Boulevard Saint Michel 75
1040 - Etterbeek",,24937 - 329/22408,Everest Properties,2018.0,,,,,Yes,,,Yes,,,,,,,,,,,,,"Directly near the Etangs d'Ixelles, Place Flagey, close to public transport and all other amenities, Splendid apartment furnished in a modern style, Spacious and Bright, it consists of a large living room, a dining area , a bedroom, a super-equipped kitchen, a bathroom and a beautiful terrace. Provision of charges: 75€/month for the maintenance of the outbuildings. PEB: C22. Available on 31/03/2023 Infos&visits 02/733.70.70. - info@everestproperties.be. For more properties: www.everestproperties.be",,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,January 15 2023 - 12:00 AM,5.0,,1.0,,nan,1.0,,,,,"350 kWh/m²
kilowatt hour per square meters",G,Not specified,70 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,250
1250 €","€ 75
75€",No,"€1,250 (+ €75)
1250€ + 75€ per month","1 bedroom | 50 m²
square meters",Ask for the exact address,Apartment for rent,8.0,2.0,,"50 m²
square meters","20 m²
square meters",,,Yes,,,Yes,No,"Boulevard Saint Michel 75
1040 - Etterbeek",,24936 - 329/14894,Everest Properties,,,,,,Yes,,,Yes,,,,,,,,,,,,,"Schuman, in the European district, close to public transport, shops and all other amenities, beautiful furnished apartment of ±50m² located on the 5th floor of a recent building, it is composed as follows: Entrance hall. Living room and dining room. Fully equipped kitchen: fridge, hobs, oven/microwave, dishwasher. A bedroom ±14m² with wardrobes. Bathroom. Laundry area: washing machine/tumble dryer. Provision of charges 75€/month for the maintenance of the commons. Available on 01/15/2023. PEB: G70. For info & visits: 02/733.70.70 - info@everestproperties.be. For more properties visit our website www.everestproperties.be",,,,,,,,,,1.0,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,,3.0,Installed,2.0,,nan,1.0,,,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,,No,,"€ 950
950 €",,No,"€950/month
950€ per month","2 bedrooms | 90 m²
square meters",Ask for the exact address,Apartment for rent,4.0,2.0,,"90 m²
square meters","35 m²
square meters",,,No,"4 m²
square meters",Yes,Yes,No,"Avenue de Busleyden 21
1020 - Laeken",http://www.justimmo.be,JUST - L23/002,Just IMMO,1957.0,,,,,,,,,,,,,,,,,,,,,"Transport:,, . Scene: . Services:, : m, . Casing about floor: . Chap about eye: . Heating:, . equipment diverse: . Certificats: . Electric Equipments: . about Galley:,,,,,,,, . Apartment:,,,, : 12 m², : 17 m²,,",,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,Vincent JACOB,,,,,,,,,,,
1562,,nan,Installed,1.0,No,1.0,1.0,No,No,No,No,Not specified,Not specified,20131106-0000195966-01-7,Not specified,Not specified,Gas,No,No,No,No,Yes,Apartment building,"€ 1,350
1350 €","€ 50
50€",No,"€1,350 (+ €50)
1350€ + 50€ per month","1 bedroom | 105 m²
square meters",1050 — Ixelles,Apartment for rent,,2.0,,"105 m²
square meters","25 m²
square meters","29 m²
square meters",,,"30 m²
square meters",Yes,No,,,,,,,Good,,Yes,,,North,No,No,No,No,No,No,No,No,No,No,,,Immediately,,"Superb apartment of 105 m2 on the ground floor of a beautiful mansion located in a small quiet street one way between avenue LOUISE and avenue du BAILLY. It consists of three rooms in row with high ceilings, an equipped kitchen, a bathroom with toilet and a garden with terrace. The atmosphere, character and location of this authentic house are its main assets. Charges are 50 euros/month for the commons, the rest of the charges are private. Don’t hesitate! English speaking building, ideal for expats this charming studio seduces all visitors.","7 m²
square meters",,,,,"113 m²
square meters",,Yes,Yes,,Non flood zone,"Living area (residential, urban or rural)",,,,No,,,,,,,,,,,,,,,,,,,,,,,,.,
1563,,4.0,USA installed,1.0,,nan,1.0,,,,,"200 kWh/m²
kilowatt hour per square meters",D,Not specified,43 kg CO₂/m²,Not specified,Gas,,,,Yes,Yes,,"€ 950
950 €","€ 122
122€",No,"€950 (+ €122)
950€ + 122€ per month","1 bedroom | 62 m²
square meters",Ask for the exact address,Penthouse for rent,,2.0,,"62 m²
square meters",,"14 m²
square meters",,No,"20 m²
square meters",Yes,,,"Av. Dailly 31
1030 - Schaerbeek",,,Office Belge Immobilier,1920.0,Just renovated,Yes,,,,South,,,,,,Yes,,,,,,,,,,,"2 m²
square meters",,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,March 1 2023 - 12:00 AM,3.0,,2.0,,1.0,1.0,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,Yes,,"€ 1,255
1255 €","€ 250
250€",No,"€1,255 (+ €250)
1255€ + 250€ per month","2 bedrooms | 70 m²
square meters",Ask for the exact address,Apartment for rent,3.0,2.0,,"70 m²
square meters","25 m²
square meters","9 m²
square meters","10 m²
square meters",Yes,,Yes,,,"Route de Genval 32 B4
1380 - Ohain",http://kropek-immobilier.be,5217631,Kropek - Immobilier,,As new,,,,,,,No,No,,,,,,No,,,,,,"SUPERB FAVORITE APARTMENT! In an exceptional mansion, we offer you this bright furnished and equipped with all comforts of +/- 70 sqm ! It is composed as follows: a hall area, a separate toilet with washbasin, a very bright living room with dining area, a fully equipped kitchen with counter space / bar (microwave, dishwasher, hob, extractor, fridge freezer, washing machine, complete crockery, storage, ...), two beautiful separate bedrooms each with a double bed , cupboards and all the bedding, an office space or guest bedroom on a mezzanine, a bathroom with a bathtub + washbasin. Charges: 250€/month for TV, satellite, internet, insurance, interior cleaning of the apartment (2x/month), change of sheets and towels (2x/month), heating, electricity and cold and hot water, technicians. FREE ON 01rst MARCH 2023. SHORT TERM LEASE POSSIBLE. VISITS AND INFORMATION on 0483/608.003 or by email: kropek.immobilier@gmail.com - Agency reference: B49/3D.","5 m²
square meters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,January 31 2023 - 12:00 AM,6.0,USA hyper equipped,2.0,,1.0,1.0,,,,Yes,"90 kWh/m²
kilowatt hour per square meters",B,Not specified,17 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,550
1550 €","€ 100
100€",No,"€1,550 (+ €100)
1550€ + 100€ per month","2 bedrooms | 105 m²
square meters",Ask for the exact address,Apartment for rent,12.0,4.0,,"105 m²
square meters","30 m²
square meters",,,Yes,"12 m²
square meters",,,No,"Boulevard Saint Michel 75
1040 - Etterbeek",,24933 - 329/21766,Everest Properties,2019.0,,,,,Yes,,,Yes,Yes,,,,,,,,,,,20 m,"Cerisiers district (Woluwé) near the E40 and Place Meiser. Magnificent NEW furnished two-bedroom apartment composed as follows: living room with parquet floor, fully equipped American kitchen, bathroom, shower room, two bedrooms (±15m²±10m²), laundry room, terrace, possibility of renting a parking space in the building with a supplement of 150€/month. Charge provisions: 100€/month for the maintenance of the common areas. PEB: B17 Available on 01/31/2023. Info & visits: 02/733.70.70 - info@everestproperties.be. Visit our website www.everestproperties.be",,,,,,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,,1.0,Installed,1.0,Yes,nan,1.0,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 800
800 €","€ 300
300€",No,"€800 (+ €300)
800€ + 300€ per month","1 bedroom | 50 m²
square meters",1050 — Brussels,Apartment for rent,,,,"50 m²
square meters",,,,Yes,"4 m²
square meters",Yes,No,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,,,Immediately,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,March 31 2023 - 12:00 AM,nan,USA hyper equipped,3.0,,1.0,2.0,Yes,,,Yes,"131 kWh/m²
kilowatt hour per square meters",C,Not specified,27 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 2,200
2200 €","€ 80
80€",No,"€2,200 (+ €80)
2200€ + 80€ per month","3 bedrooms | 130 m²
square meters",Ask for the exact address,Ground floor for rent,3.0,2.0,,"130 m²
square meters","22 m²
square meters","15 m²
square meters","10 m²
square meters",No,"52 m²
square meters",,Yes,,"Rue Defacqz 40
1050 - Ixelles",http://www.oralis.be,5216685,ORALIS Real Estate,,As new,,Yes,,Yes,,,No,No,,,,,,No,,,,Depending on the tenant,,"UCCLE - Ideally located close to the famous Avenue Molière, this splendid duplex of 130m² has been completely renovated and comprises: a spacious living room with library, a fully equipped open plan kitchen + dining room giving access to a beautiful terrace of 23m² and a garden, an office of 20m², 2 bedrooms (15m² & 10m²) opening onto a courtyard of 22m², a dressing room, a bathroom, a shower room and a laundry room. Cellar and bike room. An exceptional flat by its quality of completion, its luminosity and its beautiful height under ceiling. To discover... Company lease. PEB: C. INFO/VISIT: 0495 41 99 69","10 m²
square meters",,,,,,,,,1.0,,,,,,,,,,,"20 m²
square meters",,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,
1568,February 18 2023 - 12:00 AM,5.0,Hyper equipped,2.0,,nan,1.0,,,,,"400 kWh/m²
kilowatt hour per square meters",G,20130909-0000185102-0177,64 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,350
1350 €","€ 100
100€",No,"€1,350 (+ €100)
1350€ + 100€ per month","2 bedrooms | 107 m²
square meters",Ask for the exact address,Apartment for rent,6.0,2.0,,"107 m²
square meters","30 m²
square meters",,,Yes,"6 m²
square meters",,Yes,No,"Boulevard Saint Michel 75
1040 - Etterbeek",,24932 - 329/14459,Everest Properties,2000.0,,,,,,,,Yes,,,,,,,,,,,,,"Square Vergote - Close to Place Plasky and the Diamant district! Close to public transport and all amenities, Located on the fifth floor of a building which has 6 with elevator, magnificent apartment of ±107m², furnished, spacious and bright, it is composed as follows: Entrance hall with cloakroom and guest WC, beautiful living room with parquet floor, fully equipped kitchen, two bedrooms (±15m²-±13m²), bathroom, shower room, laundry room, terrace, possibility of renting a parking space in the building with an additional 50 €/month. Provisions of charges of 100€/month for the commons. PEB: G64. Available on 02/18/2023. Infos&visites 02/733.70.70 - info@everestproperties.be . Visit our website www.everestproperties.be..",,,,,,,,,,1.0,Non flood zone,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
